N,repeat,scenario,accuracy,rmse,r2,type1,type2,tp,tn,fp,fn,tp_rate,tn_rate,fp_rate,fn_rate,lead_rate,stop_rate,continue_rate,n_should_continue,n_successful_predictions,learned_kernel,learned_length_scale,warning_count
15,2,A,1.0,114.13935521925069,1.0494938251781605e-12,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.3111111111111111,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[29.2, 2.54, 6.8, 0.0121, 75.8])",29.15;2.538;6.797;0.01209;75.79,1
15,2,B,1.0,114.13933141177425,4.171660827889667e-07,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.6222222222222222,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[64.6, 8.47, 2.48, 0.0421])",64.64;8.472;2.481;0.0421,1
15,3,A,0.9333333333333333,132.6024359098833,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,3,B,0.9333333333333333,132.6024359098833,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,4,A,0.9333333333333333,121.3198180877124,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,4,B,0.9333333333333333,121.3198180877124,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,5,A,0.9333333333333333,154.35714624740498,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.411**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421, 0.0421])",63.51;8.472;2.481;0.04208;0.04207,0
15,5,B,0.9333333333333333,154.35714624740498,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.411**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421])",63.51;8.472;2.481;0.04208,0
15,6,A,0.9333333333333333,112.47051263443575,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,6,B,0.9333333333333333,112.47051263443575,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,7,A,0.9333333333333333,95.32935973400224,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,7,B,0.9333333333333333,95.32935973400224,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,8,A,0.9333333333333333,117.25481265496097,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,8,B,0.9333333333333333,117.25481265496097,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,9,A,0.9333333333333333,147.6227247318142,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.303**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421, 0.0421])",63.51;8.472;2.481;0.04208;0.04207,0
15,9,B,0.9333333333333333,147.6227247318142,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.303**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421])",63.51;8.472;2.481;0.04208,0
15,10,A,0.9333333333333333,126.97769107825135,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,10,B,0.9333333333333333,126.97769107825135,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,11,A,0.9333333333333333,129.5402599144469,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,11,B,0.9333333333333333,129.5402599144469,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,12,A,0.9333333333333333,133.44092161859956,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,12,B,0.9333333333333333,133.44092161859956,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,13,A,0.9333333333333333,108.94120171124803,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,13,B,0.9333333333333333,108.94120171124803,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,14,A,0.9333333333333333,116.13316976329725,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,14,B,0.9333333333333333,116.13316976329725,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,15,A,0.9333333333333333,115.14836692571821,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,15,B,0.9333333333333333,115.14836692571821,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,16,A,0.06666666666666667,66.84749737799555,0.0,0,14,1,0,14,0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0,0.0,1.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,16,B,0.06666666666666667,66.84749737799555,0.0,0,14,1,0,14,0,0.06666666666666667,0.0,0.9333333333333333,0.0,0.0,0.0,1.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,17,A,0.9333333333333333,111.7567428577703,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,17,B,0.9333333333333333,111.7567428577703,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,18,A,0.9333333333333333,116.70730617355854,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,18,B,0.9333333333333333,116.70730617355854,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,19,A,1.0,131.66583696128748,0.0,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.3111111111111111,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,19,B,1.0,131.66583696128748,0.0,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.6222222222222222,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,20,A,0.9333333333333333,119.34852793817086,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,20,B,0.9333333333333333,119.34852793817086,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,21,A,0.9333333333333333,142.79476245370756,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.171**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421, 0.0421])",63.51;8.472;2.481;0.04208;0.04207,0
15,21,B,0.9333333333333333,142.79476245370756,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.171**2 * RBF(length_scale=[0.0171, 29.2, 2.54, 6.8])",0.01707;29.15;2.538;6.797,0
15,22,A,0.9333333333333333,110.70717492129143,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,22,B,0.9333333333333333,110.70717492129143,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,23,A,0.9333333333333333,133.62589421714617,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,23,B,0.9333333333333333,133.62589421714617,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,24,A,0.9333333333333333,125.32992506585754,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,24,B,0.9333333333333333,125.32992506582612,5.013767179207207e-13,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421])",63.51;8.472;2.481;0.04208,1
15,25,A,1.0,85.84184475189349,0.0,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.3111111111111111,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,25,B,1.0,85.84184475189349,0.0,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.6222222222222222,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,26,A,0.9333333333333333,157.28550916943502,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.447**2 * RBF(length_scale=[13.8, 0.0629, 1.14, 2.34, 0.0153])",13.83;0.06291;1.14;2.342;0.01534,0
15,26,B,0.9333333333333333,157.28550916943502,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.447**2 * RBF(length_scale=[0.165, 1.26, 0.534, 0.146])",0.1648;1.256;0.5343;0.1462,0
15,27,A,0.9333333333333333,127.05528089475673,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,27,B,0.9333333333333333,127.05528089475673,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,28,A,0.9333333333333333,129.03842086083242,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,28,B,0.9333333333333333,129.03842086083242,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,29,A,0.9333333333333333,135.7783081460456,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,29,B,0.9333333333333333,135.7783081460456,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,30,A,0.9333333333333333,133.9097534480694,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,30,B,0.9333333333333333,133.9097534480694,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,31,A,0.9333333333333333,118.56273820536286,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,31,B,0.9333333333333333,118.56273820536286,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,32,A,0.9333333333333333,188.97106290005746,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.668**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,0
15,32,B,0.9333333333333333,188.97106290005746,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.668**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,0
15,33,A,0.9333333333333333,194.19907824494865,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.689**2 * RBF(length_scale=[29.2, 2.54, 6.8, 0.0121, 75.8])",29.15;2.538;6.797;0.01209;75.79,0
15,33,B,0.9333333333333333,194.19907824494865,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.689**2 * RBF(length_scale=[0.0361, 0.147, 0.292, 0.667])",0.03614;0.1474;0.292;0.6672,0
15,34,A,0.9333333333333333,114.07431278575805,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,34,B,0.9333333333333333,114.07431278575805,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,35,A,0.9333333333333333,180.67162338107178,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.627**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,0
15,35,B,0.9333333333333333,180.67162338107178,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.627**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,0
15,36,A,0.9333333333333333,132.79740381327366,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,36,B,0.9333333333333333,132.79740381327366,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,37,A,1.0,79.83175145530261,0.0,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.3111111111111111,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,37,B,1.0,79.83175145530261,0.0,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.6222222222222222,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,38,A,0.9333333333333333,155.08432917313334,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.421**2 * RBF(length_scale=[48.7, 0.0226, 0.0608, 0.0152, 0.2])",48.7;0.02259;0.0608;0.01517;0.2001,0
15,38,B,0.9333333333333333,155.08432917313334,-2.220446049250313e-16,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.421**2 * RBF(length_scale=[0.0171, 29.2, 2.54, 6.8])",0.01707;29.15;2.538;6.797,0
15,39,A,0.9333333333333333,125.09053008395324,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,39,B,0.9333333333333333,125.09053008395324,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,40,A,0.9333333333333333,173.85963353064847,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.587**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,0
15,40,B,0.9333333333333333,173.85963353064847,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.587**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,0
15,41,A,1.0,118.51674510251692,0.0,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.3111111111111111,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,41,B,1.0,118.51674510251692,0.0,0,0,1,14,0,0,0.06666666666666667,0.9333333333333333,0.0,0.0,0.6222222222222222,0.9333333333333333,0.06666666666666667,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,42,A,0.9333333333333333,151.86142708824912,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.376**2 * RBF(length_scale=[0.146, 2.8, 0.0361, 0.147, 0.292])",0.1462;2.802;0.03614;0.1474;0.292,0
15,42,B,0.9333333333333333,151.86142708824912,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.376**2 * RBF(length_scale=[0.957, 0.0137, 43.4, 0.108])",0.9565;0.01373;43.38;0.1084,0
15,43,A,0.9333333333333333,119.29248883856106,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,43,B,0.9333333333333333,119.29248883856106,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,44,A,0.9333333333333333,158.6081658668667,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.462**2 * RBF(length_scale=[0.146, 2.8, 0.0361, 0.147, 0.292])",0.1462;2.802;0.03614;0.1474;0.292,0
15,44,B,0.9333333333333333,158.60812984232516,4.5425829442446997e-07,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.462**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421])",63.54;8.472;2.481;0.04208,0
15,45,A,0.9333333333333333,104.1456356347973,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,45,B,0.9333333333333333,104.1456356347973,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,46,A,0.9333333333333333,97.86057568164836,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,46,B,0.9333333333333333,97.86057568164836,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,47,A,0.9333333333333333,138.20774263141277,4.440892098500626e-16,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,47,B,0.9333333333333333,138.20774263141277,4.440892098500626e-16,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
15,48,A,0.9333333333333333,169.11962536736917,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.555**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,0
15,48,B,0.9333333333333333,169.11962536736917,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.555**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,0
15,49,A,0.9333333333333333,119.6931526179668,0.0,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.3333333333333333,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
15,49,B,0.9333333333333333,119.6931526178688,1.6374679390196434e-12,1,0,0,14,0,1,0.0,0.9333333333333333,0.0,0.06666666666666667,0.6666666666666666,1.0,0.0,1,15,"0.0316**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421])",63.51;8.472;2.481;0.04208,1
20,0,A,0.95,141.17497815078505,0.0,1,0,0,19,0,1,0.0,0.95,0.0,0.05,0.3333333333333333,1.0,0.0,1,20,"0.082**2 * RBF(length_scale=[48.7, 0.0226, 0.0608, 0.0152, 0.2])",48.7;0.02259;0.0608;0.01517;0.2001,0
20,0,B,0.95,141.17497213250823,8.525982131413201e-08,1,0,0,19,0,1,0.0,0.95,0.0,0.05,0.6666666666666666,1.0,0.0,1,20,"0.0821**2 * RBF(length_scale=[66.2, 8.47, 2.48, 0.0426])",66.17;8.472;2.482;0.04261,0
20,1,A,0.95,108.5351388340637,0.0,1,0,0,19,0,1,0.0,0.95,0.0,0.05,0.3333333333333333,1.0,0.0,1,20,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
20,1,B,0.95,108.5351388340637,0.0,1,0,0,19,0,1,0.0,0.95,0.0,0.05,0.6666666666666666,1.0,0.0,1,20,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1])",1;1;1;1,1
20,2,A,0.95,115.81821477687313,0.0,1,0,0,19,0,1,0.0,0.95,0.0,0.05,0.3333333333333333,1.0,0.0,1,20,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
20,2,B,0.95,115.81821477686893,7.271960811294775e-14,1,0,0,19,0,1,0.0,0.95,0.0,0.05,0.6666666666666666,1.0,0.0,1,20,"0.0316**2 * RBF(length_scale=[63.5, 8.47, 2.48, 0.0421])",63.51;8.472;2.481;0.04208,1
20,3,A,0.95,123.7609531207765,0.0,1,0,0,19,0,1,0.0,0.95,0.0,0.05,0.3333333333333333,1.0,0.0,1,20,"0.0316**2 * RBF(length_scale=[1, 1, 1, 1, 1])",1;1;1;1;1,1
