paper_A_doi,paper_B_doi,n_records_A,n_records_B,shared_buckets_with_value,n_shared_buckets_with_value,shared_buckets_with_range_in_A,shared_endpoint_kinds,shared_endpoint_units,shared_time_points,shared_membrane_types,compatibility_class,notes
10.1523/jneurosci.15-04-02768.1995,10.1593/neo.121890,9,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.18433/j3160b,9,6,,0,,cumulative_amount,%,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.21203/rs.3.rs-3773667/v1,9,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.3389/fphar.2024.1355283,9,3,,0,,cumulative_amount,,0.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.3389/fphys.2016.00263,9,4,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.15-04-02768.1995,10.4103/jomfp.jomfp_253_19,9,19,,0,,,%,0.042h;1.42h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1007/s11095-008-9785-y,5,12,,0,,cumulative_amount,ug/cm^2,0.25h,skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1007/s11095-024-03747-6,5,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1007/s13346-022-01182-x,5,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1016/j.ejpb.2020.05.013,5,12,,0,,cumulative_amount,ug/cm^2,0.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1016/j.ijpharm.2016.03.043,5,27,,0,,cumulative_amount,ug/cm^2,0.333h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1016/j.ijpharm.2019.118975,5,6,,0,,cumulative_amount,ug/cm^2,0.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1021/acs.molpharmaceut.0c00720,5,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1038/s41598-024-57883-5,5,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1038/srep08114,5,3,,0,,cumulative_amount,,0.75h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1039/d0ra00100g,5,8,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1172/jci2614,5,4,,0,,cumulative_amount,ug/cm^2,0.517h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1186/2050-6511-13-5,5,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1208/s12249-013-9995-4,5,24,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1208/s12249-019-1481-1,5,10,,0,,cumulative_amount,ug/cm^2,0.75h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1208/s12249-019-1584-8,5,10,,0,,cumulative_amount,ug/cm^2,0.25h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1248/cpb.c21-00033,5,14,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1371/journal.pone.0118536,5,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1371/journal.pone.0156931,5,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1523/jneurosci.15-04-02768.1995,5,9,,0,,cumulative_amount,,0.25h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.1593/neo.121890,5,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.18433/j3160b,5,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.21203/rs.3.rs-3773667/v1,5,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.3389/fphar.2024.1355283,5,3,,0,,cumulative_amount,,0.75h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.3389/fphys.2016.00263,5,4,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1523/jneurosci.5741-07.2008,10.4103/jomfp.jomfp_253_19,5,19,,0,,,,0.291h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1007/s11095-008-9785-y,4,12,,0,,cumulative_amount,mg,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1007/s11095-024-03747-6,4,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1007/s13346-022-01182-x,4,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1016/j.ejpb.2020.05.013,4,12,,0,,cumulative_amount,,72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1016/j.ijpharm.2016.03.043,4,27,,0,,cumulative_amount,,48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1016/j.ijpharm.2019.118975,4,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1021/acs.molpharmaceut.0c00720,4,7,,0,,cumulative_amount,,72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1038/s41598-024-57883-5,4,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1038/srep08114,4,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1039/d0ra00100g,4,8,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1172/jci2614,4,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1186/2050-6511-13-5,4,27,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1208/s12249-013-9995-4,4,24,,0,,cumulative_amount,,24h;48h;72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1208/s12249-019-1481-1,4,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1208/s12249-019-1584-8,4,10,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1248/cpb.c21-00033,4,14,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1371/journal.pone.0118536,4,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1371/journal.pone.0156931,4,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1523/jneurosci.15-04-02768.1995,4,9,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.1523/jneurosci.5741-07.2008,4,5,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.18433/j3160b,4,6,,0,,cumulative_amount,,24h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.21203/rs.3.rs-3773667/v1,4,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.3389/fphar.2024.1355283,4,3,,0,,cumulative_amount,mg,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.3389/fphys.2016.00263,4,4,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1593/neo.121890,10.4103/jomfp.jomfp_253_19,4,19,,0,,,,24h;48h;96h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1007/s11095-008-9785-y,6,12,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1007/s11095-024-03747-6,6,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1007/s13346-022-01182-x,6,6,,0,,cumulative_amount;percent,%,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1016/j.ejpb.2020.05.013,6,12,,0,,cumulative_amount,,7.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1016/j.ijpharm.2016.03.043,6,27,,0,,cumulative_amount,,48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1016/j.ijpharm.2019.118975,6,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1021/acs.molpharmaceut.0c00720,6,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1038/s41598-024-57883-5,6,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1038/srep08114,6,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1039/d0ra00100g,6,8,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1172/jci2614,6,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1186/2050-6511-13-5,6,27,,0,,cumulative_amount,%,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1208/s12249-013-9995-4,6,24,,0,,cumulative_amount,,24h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1208/s12249-019-1481-1,6,10,,0,,cumulative_amount;percent,,8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1208/s12249-019-1584-8,6,10,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1248/cpb.c21-00033,6,14,,0,,cumulative_amount,,8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1371/journal.pone.0118536,6,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1371/journal.pone.0156931,6,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1523/jneurosci.15-04-02768.1995,6,9,,0,,cumulative_amount,%,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1523/jneurosci.5741-07.2008,6,5,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.1593/neo.121890,6,4,,0,,cumulative_amount,,24h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.21203/rs.3.rs-3773667/v1,6,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.3389/fphar.2024.1355283,6,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.3389/fphys.2016.00263,6,4,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.18433/j3160b,10.4103/jomfp.jomfp_253_19,6,19,,0,,percent,%,8h;24h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1007/s11095-008-9785-y,3,12,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1007/s11095-024-03747-6,3,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1007/s13346-022-01182-x,3,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1016/j.ejpb.2020.05.013,3,12,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1016/j.ijpharm.2016.03.043,3,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1016/j.ijpharm.2019.118975,3,6,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1021/acs.molpharmaceut.0c00720,3,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1038/s41598-024-57883-5,3,10,,0,,cumulative_amount,ug/cm^2,336h,cotton fabric,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1038/srep08114,3,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1039/d0ra00100g,3,8,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1172/jci2614,3,4,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1186/2050-6511-13-5,3,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1208/s12249-013-9995-4,3,24,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1208/s12249-019-1481-1,3,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1208/s12249-019-1584-8,3,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1248/cpb.c21-00033,3,14,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1371/journal.pone.0118536,3,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1371/journal.pone.0156931,3,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1523/jneurosci.15-04-02768.1995,3,9,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1523/jneurosci.5741-07.2008,3,5,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.1593/neo.121890,3,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.18433/j3160b,3,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.3389/fphar.2024.1355283,3,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.3389/fphys.2016.00263,3,4,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.21203/rs.3.rs-3773667/v1,10.4103/jomfp.jomfp_253_19,3,19,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1007/s11095-008-9785-y,3,12,,0,,cumulative_amount,mg,0.5h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1007/s11095-024-03747-6,3,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1007/s13346-022-01182-x,3,6,,0,,cumulative_amount,,4h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1016/j.ejpb.2020.05.013,3,12,,0,,cumulative_amount,,0.75h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1016/j.ijpharm.2016.03.043,3,27,,0,,cumulative_amount,,0.583h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1016/j.ijpharm.2019.118975,3,6,,0,,cumulative_amount,,0.75h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1021/acs.molpharmaceut.0c00720,3,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1038/s41598-024-57883-5,3,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1038/srep08114,3,3,,0,,cumulative_amount,,1h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1039/d0ra00100g,3,8,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1172/jci2614,3,4,,0,,cumulative_amount,,0.767h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1186/2050-6511-13-5,3,27,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1208/s12249-013-9995-4,3,24,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1208/s12249-019-1481-1,3,10,,0,,cumulative_amount,,1h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1208/s12249-019-1584-8,3,10,,0,,cumulative_amount,,0.5h;4h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1248/cpb.c21-00033,3,14,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1371/journal.pone.0118536,3,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1371/journal.pone.0156931,3,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1523/jneurosci.15-04-02768.1995,3,9,,0,,cumulative_amount,,0.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1523/jneurosci.5741-07.2008,3,5,,0,,cumulative_amount,,0.75h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.1593/neo.121890,3,4,,0,,cumulative_amount,mg,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.18433/j3160b,3,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.21203/rs.3.rs-3773667/v1,3,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.3389/fphys.2016.00263,3,4,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphar.2024.1355283,10.4103/jomfp.jomfp_253_19,3,19,,0,,,,0.541h;3.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1007/s11095-008-9785-y,4,12,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1007/s11095-024-03747-6,4,9,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1007/s13346-022-01182-x,4,6,,0,,unknown,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1016/j.ejpb.2020.05.013,4,12,,0,,unknown,,12h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1016/j.ijpharm.2016.03.043,4,27,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1016/j.ijpharm.2019.118975,4,6,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1021/acs.molpharmaceut.0c00720,4,7,,0,,unknown,,12h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1038/s41598-024-57883-5,4,10,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1038/srep08114,4,3,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1039/d0ra00100g,4,8,,0,,unknown,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1172/jci2614,4,4,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1186/2050-6511-13-5,4,27,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1208/s12249-013-9995-4,4,24,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1208/s12249-019-1481-1,4,10,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1208/s12249-019-1584-8,4,10,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1248/cpb.c21-00033,4,14,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1371/journal.pone.0118536,4,3,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1371/journal.pone.0156931,4,8,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1523/jneurosci.15-04-02768.1995,4,9,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1523/jneurosci.5741-07.2008,4,5,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.1593/neo.121890,4,4,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.18433/j3160b,4,6,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.21203/rs.3.rs-3773667/v1,4,3,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.3389/fphar.2024.1355283,4,3,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.3389/fphys.2016.00263,10.4103/jomfp.jomfp_253_19,4,19,,0,,,,12h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1007/s11095-008-9785-y,19,12,,0,,,,0.042h;0.333h;0.666h;1.5h;2.5h;3.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1007/s11095-024-03747-6,19,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1007/s13346-022-01182-x,19,6,,0,,percent,%,3.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1016/j.ejpb.2020.05.013,19,12,,0,,,,0.291h;0.583h;1.5h;2.5h;3.5h;4.5h;5.5h;6.5h;8h;12h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1016/j.ijpharm.2016.03.043,19,27,,0,,,,0.125h;5.5h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1016/j.ijpharm.2019.118975,19,6,,0,,,,0.291h;0.583h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1021/acs.molpharmaceut.0c00720,19,7,,0,,,,12h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1038/s41598-024-57883-5,19,10,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
