paper_A_doi,paper_B_doi,n_records_A,n_records_B,shared_buckets_with_value,n_shared_buckets_with_value,shared_buckets_with_range_in_A,shared_endpoint_kinds,shared_endpoint_units,shared_time_points,shared_membrane_types,compatibility_class,notes
10.1021/acs.molpharmaceut.0c00720,10.1007/s11095-008-9785-y,7,12,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1007/s11095-024-03747-6,7,9,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1007/s13346-022-01182-x,7,6,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1016/j.ejpb.2020.05.013,7,12,,0,,cumulative_amount;unknown,,12h;72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1016/j.ijpharm.2016.03.043,7,27,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1016/j.ijpharm.2019.118975,7,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1038/s41598-024-57883-5,7,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1038/srep08114,7,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1039/d0ra00100g,7,8,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1172/jci2614,7,4,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1186/2050-6511-13-5,7,27,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1208/s12249-013-9995-4,7,24,,0,,cumulative_amount,,72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1208/s12249-019-1481-1,7,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1208/s12249-019-1584-8,7,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1248/cpb.c21-00033,7,14,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1371/journal.pone.0118536,7,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1371/journal.pone.0156931,7,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1523/jneurosci.15-04-02768.1995,7,9,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1523/jneurosci.5741-07.2008,7,5,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.1593/neo.121890,7,4,,0,,cumulative_amount,,72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.18433/j3160b,7,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.21203/rs.3.rs-3773667/v1,7,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.3389/fphar.2024.1355283,7,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.3389/fphys.2016.00263,7,4,,0,,unknown,,12h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1021/acs.molpharmaceut.0c00720,10.4103/jomfp.jomfp_253_19,7,19,,0,,,,12h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1007/s11095-008-9785-y,10,12,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1007/s11095-024-03747-6,10,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1007/s13346-022-01182-x,10,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1016/j.ejpb.2020.05.013,10,12,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1016/j.ijpharm.2016.03.043,10,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1016/j.ijpharm.2019.118975,10,6,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1021/acs.molpharmaceut.0c00720,10,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1038/srep08114,10,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1039/d0ra00100g,10,8,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1172/jci2614,10,4,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1186/2050-6511-13-5,10,27,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1208/s12249-013-9995-4,10,24,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1208/s12249-019-1481-1,10,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1208/s12249-019-1584-8,10,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1248/cpb.c21-00033,10,14,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1371/journal.pone.0118536,10,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1371/journal.pone.0156931,10,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1523/jneurosci.15-04-02768.1995,10,9,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1523/jneurosci.5741-07.2008,10,5,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.1593/neo.121890,10,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.18433/j3160b,10,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.21203/rs.3.rs-3773667/v1,10,3,,0,,cumulative_amount,ug/cm^2,336h,cotton fabric,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.3389/fphar.2024.1355283,10,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.3389/fphys.2016.00263,10,4,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/s41598-024-57883-5,10.4103/jomfp.jomfp_253_19,10,19,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1007/s11095-008-9785-y,3,12,,0,,cumulative_amount,,0.5h;1.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1007/s11095-024-03747-6,3,9,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1007/s13346-022-01182-x,3,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1016/j.ejpb.2020.05.013,3,12,,0,,cumulative_amount,,0.75h;1.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1016/j.ijpharm.2016.03.043,3,27,,0,,cumulative_amount,,0.583h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1016/j.ijpharm.2019.118975,3,6,,0,,cumulative_amount,,0.75h;1.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1021/acs.molpharmaceut.0c00720,3,7,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1038/s41598-024-57883-5,3,10,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1039/d0ra00100g,3,8,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1172/jci2614,3,4,,0,,cumulative_amount,,0.767h;1.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1186/2050-6511-13-5,3,27,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1208/s12249-013-9995-4,3,24,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1208/s12249-019-1481-1,3,10,,0,,cumulative_amount,,1h;2h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1208/s12249-019-1584-8,3,10,,0,,cumulative_amount,,0.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1248/cpb.c21-00033,3,14,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1371/journal.pone.0118536,3,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1371/journal.pone.0156931,3,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1523/jneurosci.15-04-02768.1995,3,9,,0,,cumulative_amount,,0.5h;1.92h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1523/jneurosci.5741-07.2008,3,5,,0,,cumulative_amount,,0.75h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.1593/neo.121890,3,4,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.18433/j3160b,3,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.21203/rs.3.rs-3773667/v1,3,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.3389/fphar.2024.1355283,3,3,,0,,cumulative_amount,,1h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.3389/fphys.2016.00263,3,4,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1038/srep08114,10.4103/jomfp.jomfp_253_19,3,19,,0,,,,0.541h;1.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1007/s11095-008-9785-y,8,12,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1007/s11095-024-03747-6,8,9,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1007/s13346-022-01182-x,8,6,,0,,cumulative_amount;unknown,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1016/j.ejpb.2020.05.013,8,12,,0,,cumulative_amount;unknown,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1016/j.ijpharm.2016.03.043,8,27,,0,,cumulative_amount,ug/cm^2,,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1016/j.ijpharm.2019.118975,8,6,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1021/acs.molpharmaceut.0c00720,8,7,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1038/s41598-024-57883-5,8,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1038/srep08114,8,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1172/jci2614,8,4,,0,,cumulative_amount;unknown,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1186/2050-6511-13-5,8,27,,0,,cumulative_amount;unknown,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1208/s12249-013-9995-4,8,24,,0,,cumulative_amount,ug/cm^2,24h,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1208/s12249-019-1481-1,8,10,,0,,cumulative_amount,ug/cm^2,,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1208/s12249-019-1584-8,8,10,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1248/cpb.c21-00033,8,14,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1371/journal.pone.0118536,8,3,,0,,cumulative_amount,ug/cm^2,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1371/journal.pone.0156931,8,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1523/jneurosci.15-04-02768.1995,8,9,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1523/jneurosci.5741-07.2008,8,5,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.1593/neo.121890,8,4,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.18433/j3160b,8,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.21203/rs.3.rs-3773667/v1,8,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.3389/fphar.2024.1355283,8,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.3389/fphys.2016.00263,8,4,,0,,unknown,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1039/d0ra00100g,10.4103/jomfp.jomfp_253_19,8,19,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1007/s11095-008-9785-y,4,12,,0,,cumulative_amount,ug/cm^2,0.267h;0.75h;1.25h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1007/s11095-024-03747-6,4,9,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1007/s13346-022-01182-x,4,6,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1016/j.ejpb.2020.05.013,4,12,,0,,cumulative_amount;unknown,ug/cm^2,0.517h;1h;1.75h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1016/j.ijpharm.2016.03.043,4,27,,0,,cumulative_amount,ug/cm^2,0.35h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1016/j.ijpharm.2019.118975,4,6,,0,,cumulative_amount,ug/cm^2,0.517h;1h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1021/acs.molpharmaceut.0c00720,4,7,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1038/s41598-024-57883-5,4,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1038/srep08114,4,3,,0,,cumulative_amount,,0.767h;1.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1039/d0ra00100g,4,8,,0,,cumulative_amount;unknown,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1186/2050-6511-13-5,4,27,,0,,cumulative_amount;unknown,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1208/s12249-013-9995-4,4,24,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1208/s12249-019-1481-1,4,10,,0,,cumulative_amount,ug/cm^2,0.767h;1.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1208/s12249-019-1584-8,4,10,,0,,cumulative_amount,ug/cm^2,0.267h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1248/cpb.c21-00033,4,14,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1371/journal.pone.0118536,4,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1371/journal.pone.0156931,4,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1523/jneurosci.15-04-02768.1995,4,9,,0,,cumulative_amount;unknown,,0.267h;1.42h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1523/jneurosci.5741-07.2008,4,5,,0,,cumulative_amount,ug/cm^2,0.517h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.1593/neo.121890,4,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.18433/j3160b,4,6,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.21203/rs.3.rs-3773667/v1,4,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.3389/fphar.2024.1355283,4,3,,0,,cumulative_amount,,0.767h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.3389/fphys.2016.00263,4,4,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1172/jci2614,10.4103/jomfp.jomfp_253_19,4,19,,0,,,,0.308h;0.583h;1h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1007/s11095-008-9785-y,27,12,,0,,cumulative_amount;flux,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1007/s11095-024-03747-6,27,9,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1007/s13346-022-01182-x,27,6,,0,,cumulative_amount;unknown,%,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1016/j.ejpb.2020.05.013,27,12,,0,,cumulative_amount;unknown,ug/cm^2,5.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1016/j.ijpharm.2016.03.043,27,27,,0,,cumulative_amount,ug/cm^2,6h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1016/j.ijpharm.2019.118975,27,6,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1021/acs.molpharmaceut.0c00720,27,7,,0,,cumulative_amount;unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1038/s41598-024-57883-5,27,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1038/srep08114,27,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1039/d0ra00100g,27,8,,0,,cumulative_amount;unknown,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1172/jci2614,27,4,,0,,cumulative_amount;unknown,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1208/s12249-013-9995-4,27,24,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1208/s12249-019-1481-1,27,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1208/s12249-019-1584-8,27,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1248/cpb.c21-00033,27,14,,0,,cumulative_amount;flux,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1371/journal.pone.0118536,27,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1371/journal.pone.0156931,27,8,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1523/jneurosci.15-04-02768.1995,27,9,,0,,cumulative_amount;unknown,%,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1523/jneurosci.5741-07.2008,27,5,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.1593/neo.121890,27,4,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.18433/j3160b,27,6,,0,,cumulative_amount,%,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.21203/rs.3.rs-3773667/v1,27,3,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.3389/fphar.2024.1355283,27,3,,0,,cumulative_amount,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.3389/fphys.2016.00263,27,4,,0,,unknown,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1186/2050-6511-13-5,10.4103/jomfp.jomfp_253_19,27,19,,0,,,%,5.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1007/s11095-008-9785-y,24,12,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1007/s11095-024-03747-6,24,9,surfactant_tpgs,1,,,,,,INCOMPATIBLE,No shared endpoint kind.
10.1208/s12249-013-9995-4,10.1007/s13346-022-01182-x,24,6,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1016/j.ejpb.2020.05.013,24,12,,0,,cumulative_amount,ug/cm^2,72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1016/j.ijpharm.2016.03.043,24,27,,0,,cumulative_amount,ug/cm^2,48h,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1016/j.ijpharm.2019.118975,24,6,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1021/acs.molpharmaceut.0c00720,24,7,,0,,cumulative_amount,,72h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1038/s41598-024-57883-5,24,10,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1038/srep08114,24,3,,0,,cumulative_amount,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1039/d0ra00100g,24,8,,0,,cumulative_amount,ug/cm^2,24h,porcine skin,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.1208/s12249-013-9995-4,10.1172/jci2614,24,4,,0,,cumulative_amount,ug/cm^2,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
