k,feature_set,repeat_idx,child_seed,rmse_logJ,mae_logJ,bias_logJ,spearman_rho,pearson_r,within_2x_ratio,top3_hit,test_n
3,composition_only,66,3862701690,0.1085496484,0.08675915991,-0.02517652414,0.6666666667,0.8033602855,1,0.6666666667,9
3,composition_only,67,1989052338,0.1209757157,0.1002159293,0.05402420982,0.7333333333,0.7900607218,1,0.6666666667,9
3,composition_only,68,2910179760,0.2006329703,0.1652162023,0.1652162023,0.7,0.7375452378,0.8888888889,0.6666666667,9
3,composition_only,69,1983180500,0.1113233468,0.08496661052,-0.05366064204,0.5833333333,0.7305353731,1,0.3333333333,9
3,composition_only,70,2796940620,0.1100662904,0.09183493958,-0.01094164272,0.9,0.8074847744,1,0.6666666667,9
3,composition_only,71,2835193311,0.1104619953,0.09224692185,-0.0209417853,0.85,0.7319598319,1,0.6666666667,9
3,composition_only,72,1671370085,0.1540879551,0.117111708,0.1013439609,0.6333333333,0.7581664694,0.8888888889,0.3333333333,9
3,composition_only,73,3953588250,0.08938926708,0.07275266888,0.03550646934,0.8,0.8839730351,1,0.6666666667,9
3,composition_only,74,358542842,0.1449700918,0.1160136055,-0.08445569581,0.06666666667,0.5489951077,1,0.3333333333,9
3,composition_only,75,3497188667,0.1159077037,0.09815849855,-0.03605943207,0.7166666667,0.7020967086,1,0.3333333333,9
3,composition_only,76,253549709,0.1113233468,0.08496661052,-0.05366064204,0.5833333333,0.7305353731,1,0.3333333333,9
3,composition_only,77,1953331372,0.1125060889,0.08586322242,-0.05769488505,0.7166666667,0.808055038,1,0.6666666667,9
3,composition_only,78,890775398,0.1261799128,0.1024454303,-0.06010254913,0.1333333333,0.7681347452,1,0.6666666667,9
3,composition_only,79,642810498,0.1459790594,0.1232689744,0.1032542605,0.5,0.4703712531,1,0.3333333333,9
3,composition_plus_solubility,0,2684470948,0.1896135536,0.1389221102,0.1357790046,0.6833333333,0.7735382329,0.8888888889,0.6666666667,9
3,composition_plus_solubility,1,4091952314,0.177689568,0.1374666764,0.1213476608,0.7,0.7313328265,0.8888888889,0.6666666667,9
3,composition_plus_solubility,2,233227757,0.109608918,0.08516060012,-0.04149372757,0.6666666667,0.8463639531,1,0.6666666667,9
3,composition_plus_solubility,3,3276785861,0.1325831622,0.09762264116,-0.09066863269,0.7666666667,0.6652026848,1,0.6666666667,9
3,composition_plus_solubility,4,3644269654,0.1033163296,0.08047930577,-0.03832311652,0.4666666667,0.7140513995,1,0.3333333333,9
3,composition_plus_solubility,5,1206282609,0.1704411725,0.11853127,0.11853127,0.7,0.6324864232,0.8888888889,0.6666666667,9
3,composition_plus_solubility,6,3543069911,0.09550937323,0.07075334583,0.05358446978,0.6166666667,0.7963075415,1,0.3333333333,9
3,composition_plus_solubility,7,3479688010,0.20289715,0.1539465657,0.1491154418,0.6833333333,0.7389362573,0.7777777778,0.6666666667,9
3,composition_plus_solubility,8,877132087,0.1135892483,0.08917101158,-0.05223833674,0.6666666667,0.8372814141,1,0.6666666667,9
3,composition_plus_solubility,9,1244265337,0.09707231301,0.07335281104,-0.008675511785,0.5833333333,0.7433991272,1,0.3333333333,9
3,composition_plus_solubility,10,2740186692,0.1602558594,0.1199647386,0.09492347043,0.7333333333,0.7809232606,0.8888888889,0.6666666667,9
3,composition_plus_solubility,11,3884972972,0.1000765372,0.07687551165,0.02527860544,0.6166666667,0.850944848,1,0.6666666667,9
3,composition_plus_solubility,12,829139639,0.1010639843,0.07268769139,-0.01922453245,0.75,0.8495037796,1,0.6666666667,9
3,composition_plus_solubility,13,2545567356,0.2009786638,0.1501120539,0.1477426399,0.5666666667,0.701641229,0.7777777778,0.6666666667,9
3,composition_plus_solubility,14,2718398101,0.09637811335,0.07275968307,0.04771846412,0.7166666667,0.8800475171,1,0.6666666667,9
3,composition_plus_solubility,15,176092387,0.1955016036,0.1419075881,0.131387927,0.7333333333,0.7549429278,0.8888888889,0.6666666667,9
3,composition_plus_solubility,16,3528048386,0.1194322996,0.08755616268,-0.06213526601,0.9333333333,0.8362478554,1,0.6666666667,9
3,composition_plus_solubility,17,569531098,0.10662964,0.07603292868,-0.04321570564,0.8833333333,0.8568241024,1,0.6666666667,9
3,composition_plus_solubility,18,1337295874,0.1965003437,0.1477618977,0.1423076056,0.8166666667,0.8096167942,0.8888888889,1,9
3,composition_plus_solubility,19,612016888,0.09404281703,0.07300230585,0.02642792926,0.8333333333,0.8723626129,1,0.6666666667,9
3,composition_plus_solubility,20,232150720,0.1148022199,0.08748682796,-0.06395870808,0.6666666667,0.7445331151,1,0.3333333333,9
3,composition_plus_solubility,21,2324106676,0.1223518801,0.08852838052,-0.06282895914,0.8,0.7899754938,1,0.3333333333,9
3,composition_plus_solubility,22,1658700540,0.1012953645,0.08247128755,0.01602962428,0.75,0.8443014377,1,0.6666666667,9
3,composition_plus_solubility,23,609942288,0.1315491093,0.09813188219,-0.07598701911,0.6166666667,0.6587959387,1,0.3333333333,9
3,composition_plus_solubility,24,3405943863,0.1013972157,0.0826295731,0.01332124012,0.75,0.8457922594,1,0.6666666667,9
3,composition_plus_solubility,25,2257503667,0.05841121282,0.04422220381,0.0001017697232,0.9333333333,0.9499095415,1,0.6666666667,9
3,composition_plus_solubility,26,4018327298,0.1228260126,0.1014304017,0.05442028529,0.5,0.739820472,1,0.3333333333,9
3,composition_plus_solubility,27,2224437599,0.2007785729,0.154542186,0.154542186,0.8,0.7840327198,0.8888888889,0.6666666667,9
3,composition_plus_solubility,28,168388230,0.1014763228,0.07993030983,0.001454369025,0.6166666667,0.8343545783,1,0.6666666667,9
3,composition_plus_solubility,29,911875363,0.08489600672,0.06042891392,0.03703117405,0.7166666667,0.8166685916,1,0.6666666667,9
3,composition_plus_solubility,30,3699796293,0.112155305,0.08179673982,-0.05658053952,0.9,0.866868232,1,0.6666666667,9
3,composition_plus_solubility,31,3195154224,0.109353754,0.08417340932,-0.03930935142,0.75,0.8354208005,1,0.6666666667,9
3,composition_plus_solubility,32,3621210587,0.169288418,0.1340213462,0.1210311113,0.8,0.8030514423,0.8888888889,0.6666666667,9
3,composition_plus_solubility,33,1945778437,0.1295412324,0.09680130204,-0.07812425812,0.5333333333,0.6802522179,1,0.3333333333,9
3,composition_plus_solubility,34,2384190687,0.1405751351,0.1056687936,-0.09150120519,0.5333333333,0.6529048394,0.8888888889,0.3333333333,9
3,composition_plus_solubility,35,3249086786,0.1314373848,0.1003210588,-0.08582545011,0.7666666667,0.8129494238,1,0.3333333333,9
3,composition_plus_solubility,36,439485575,0.1223518801,0.08852838052,-0.06282895914,0.8,0.7899754938,1,0.3333333333,9
3,composition_plus_solubility,37,2217192537,0.0841181604,0.05754919127,-0.00376872769,0.8666666667,0.8638821399,1,0.6666666667,9
3,composition_plus_solubility,38,3412522237,0.08374380923,0.05623638143,-0.01826619101,0.8666666667,0.8917647008,1,0.6666666667,9
3,composition_plus_solubility,39,555567425,0.1247058005,0.09289313967,-0.06993054814,0.8166666667,0.8284205576,1,0.6666666667,9
3,composition_plus_solubility,40,3399977417,0.09973915245,0.07288305272,-0.007441304079,0.7833333333,0.8425129746,1,0.6666666667,9
3,composition_plus_solubility,41,2903099886,0.1008489178,0.08021374986,0.0365210334,0.75,0.8658433528,1,0.6666666667,9
3,composition_plus_solubility,42,151712926,0.1228260126,0.1014304017,0.05442028529,0.5,0.739820472,1,0.3333333333,9
3,composition_plus_solubility,43,1207582415,0.1082657145,0.07465771012,-0.0431611715,0.9,0.8481560196,1,0.6666666667,9
3,composition_plus_solubility,44,2486821540,0.108087951,0.07493736796,-0.03800451409,0.85,0.8340858361,1,0.6666666667,9
3,composition_plus_solubility,45,1259821421,0.08412809591,0.05805651928,-0.002599381136,0.9,0.8840919874,1,0.6666666667,9
3,composition_plus_solubility,46,597594931,0.1046980258,0.08090812879,-0.02523970396,0.8,0.847749196,1,0.6666666667,9
3,composition_plus_solubility,47,2865206418,0.1012467005,0.07920238237,-0.02475393997,0.4666666667,0.4847712075,1,0.3333333333,9
3,composition_plus_solubility,48,3003750881,0.1069516661,0.08302788136,-0.02954333629,0.8166666667,0.8265471929,1,0.6666666667,9
3,composition_plus_solubility,49,3312495928,0.1013087386,0.08179094037,0.04054880327,0.75,0.8659381686,1,0.6666666667,9
3,composition_plus_solubility,50,3078168926,0.1257497794,0.1044679263,0.05450322795,0.6666666667,0.8056750059,1,0.6666666667,9
3,composition_plus_solubility,51,1005097259,0.1604502408,0.1236285608,0.1051934037,0.6833333333,0.7853910773,0.8888888889,0.6666666667,9
3,composition_plus_solubility,52,1646080115,0.09514294737,0.07294462053,0.02707522137,0.6166666667,0.7755682717,1,0.3333333333,9
3,composition_plus_solubility,53,2175304393,0.07968019584,0.0598979676,0.0272942304,0.75,0.91818358,1,0.6666666667,9
3,composition_plus_solubility,54,3907648593,0.1012953645,0.08247128755,0.01602962428,0.75,0.8443014377,1,0.6666666667,9
3,composition_plus_solubility,55,1971688097,0.136958953,0.09740591109,0.0740627298,0.5666666667,0.6106870196,1,0.6666666667,9
3,composition_plus_solubility,56,268300483,0.1355731559,0.1042768777,0.08325111303,0.7,0.6843879746,1,0.6666666667,9
3,composition_plus_solubility,57,3139098279,0.1096535446,0.08584505622,-0.0391498233,0.75,0.8537127878,1,0.6666666667,9
3,composition_plus_solubility,58,3174456534,0.1075327051,0.08321504714,-0.03113085457,0.7166666667,0.8026118691,1,0.3333333333,9
3,composition_plus_solubility,59,997026310,0.08461241795,0.05569909515,-0.01578316973,0.9166666667,0.8922945505,1,0.6666666667,9
3,composition_plus_solubility,60,4280428995,0.1135892483,0.08917101158,-0.05223833674,0.6666666667,0.8372814141,1,0.6666666667,9
3,composition_plus_solubility,61,345698675,0.0841181604,0.05754919127,-0.00376872769,0.8666666667,0.8638821399,1,0.6666666667,9
3,composition_plus_solubility,62,2296661869,0.09106345598,0.06636911729,0.008702544725,0.75,0.8813811474,1,0.6666666667,9
3,composition_plus_solubility,63,1808063307,0.09772021934,0.0722208801,0.04370138152,0.7,0.8900857813,1,0.6666666667,9
3,composition_plus_solubility,64,3884888703,0.07154221107,0.05892147121,0.05619684525,0.9333333333,0.9692076307,1,1,9
3,composition_plus_solubility,65,2494461129,0.1130170473,0.08740877764,-0.04886398983,0.5833333333,0.8026843826,1,0.3333333333,9
3,composition_plus_solubility,66,3862701690,0.1257497794,0.1044679263,0.05450322795,0.6666666667,0.8056750059,1,0.6666666667,9
3,composition_plus_solubility,67,1989052338,0.1602558594,0.1199647386,0.09492347043,0.7333333333,0.7809232606,0.8888888889,0.6666666667,9
3,composition_plus_solubility,68,2910179760,0.1968215851,0.1461494414,0.1434614559,0.7,0.7491609893,0.8888888889,0.6666666667,9
3,composition_plus_solubility,69,1983180500,0.1162921294,0.08675658486,-0.07118934622,0.5833333333,0.7308962276,1,0.3333333333,9
3,composition_plus_solubility,70,2796940620,0.09893713728,0.06819861366,-0.02646457301,0.9,0.8641681753,1,0.6666666667,9
3,composition_plus_solubility,71,2835193311,0.1108737329,0.07566592251,-0.06613688639,0.85,0.7900104405,1,0.6666666667,9
3,composition_plus_solubility,72,1671370085,0.1933319359,0.1394315337,0.1253925664,0.7666666667,0.7752575774,0.8888888889,0.6666666667,9
3,composition_plus_solubility,73,3953588250,0.09698192748,0.07366508874,0.03593783806,0.8,0.894287481,1,0.6666666667,9
3,composition_plus_solubility,74,358542842,0.1295412324,0.09680130204,-0.07812425812,0.5333333333,0.6802522179,1,0.3333333333,9
3,composition_plus_solubility,75,3497188667,0.1112013609,0.08365723957,-0.05065238954,0.7166666667,0.7290113968,1,0.3333333333,9
3,composition_plus_solubility,76,253549709,0.1162921294,0.08675658486,-0.07118934622,0.5833333333,0.7308962276,1,0.3333333333,9
3,composition_plus_solubility,77,1953331372,0.1087203876,0.08163103736,-0.04130488773,0.7166666667,0.8310802837,1,0.6666666667,9
3,composition_plus_solubility,78,890775398,0.1194322996,0.08755616268,-0.06213526601,0.9333333333,0.8362478554,1,0.6666666667,9
3,composition_plus_solubility,79,642810498,0.1119001917,0.08135684496,-0.04655870802,0.5,0.4703712531,1,0.3333333333,9
5,composition_only,0,2684470948,0.09801733003,0.07049116791,-0.004051099007,0.8214285714,0.8201922742,1,0.6666666667,7
5,composition_only,1,4091952314,0.1036772868,0.07992128296,-0.01047641326,0.5357142857,0.7826726352,1,0.3333333333,7
5,composition_only,2,233227757,0.1000188683,0.07935620533,0.02966721818,0.6428571429,0.8153584246,1,0.6666666667,7
5,composition_only,3,3276785861,0.1004111157,0.08470930165,0.0641773112,0.7142857143,0.8958700613,1,0.6666666667,7
5,composition_only,4,3644269654,0.1122498418,0.07958411796,-0.04851240279,0.7857142857,0.7902111697,1,0.6666666667,7
5,composition_only,5,1206282609,0.09867328402,0.0725923981,-0.03370433068,0.8571428571,0.8559616832,1,0.6666666667,7
5,composition_only,6,3543069911,0.1039597148,0.08397822288,-0.001064828298,0.6071428571,0.8448131815,1,0.6666666667,7
5,composition_only,7,3479688010,0.1148169069,0.09526761776,-0.03063244032,0.5357142857,0.7686710966,1,0.6666666667,7
5,composition_only,8,877132087,0.06565529725,0.05657650137,0.02888041882,0.7857142857,0.9201889605,1,0.6666666667,7
