formulation_id,replicate,poloxamer_407_pct,ethanol_pct,propylene_glycol_pct,design_group,design_method,design_stage_order,source,t1,t2,t3,t4,t6,t8,t22,t24,t26,t28
Cf12,4,30.0,15.0,20.0,BBD,Box-Behnken design,1,Paper 1 (this study),1.0507462686567166,4.900298507462687,8.52179104477612,16.3779104477612,25.203283582089554,39.84567164179105,155.06537313432838,172.01880597014926,189.54507462686567,207.28507462686568
Cf12,5,30.0,15.0,20.0,BBD,Box-Behnken design,1,Paper 1 (this study),1.4029850746268657,4.595522388059702,8.55910447761194,15.330447761194032,22.765970149253736,37.05014925373134,133.83402985074628,147.45432835820895,162.14805970149254,177.63462686567166
Cf13,1,20.0,10.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.5432835820895527,8.44358208955224,9.462388059701494,22.80985074626866,39.30985074626866,55.774328358208955,184.5988059701493,203.51402985074628,221.33582089552237,238.49194029850747
Cf13,2,20.0,10.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.686567164179105,9.626865671641793,17.844776119402983,26.742388059701494,46.376119402985076,66.64179104477614,220.00865671641796,241.98208955223882,264.0346268656716,284.4283582089553
Cf13,3,20.0,10.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.8895522388059702,10.90268656716418,20.294328358208958,30.462985074626868,53.4134328358209,67.59462686567166,298.8904477611941,328.3185074626866,360.6000000000001,392.34179104477613
Cf13,4,20.0,10.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.5910447761194035,8.720597014925374,16.141194029850748,24.58,42.727164179104484,62.27283582089553,215.69223880597016,236.96656716417914,259.01671641791046,282.5050746268657
Cf13,5,20.0,10.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.76417910447761,9.95014925373134,21.5571641791045,28.4065671641791,49.7789552238806,68.1829850746269,272.838059701493,299.368805970149,328.648805970149,359.43
Cf14,1,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.5791044776119407,9.60358208955224,17.79671641791045,26.87731343283582,45.777910447761194,64.84358208955224,211.38776119402988,232.30925373134332,252.63970149253734,274.3764179104478
Cf14,2,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.280597014925373,6.818507462686568,11.81044776119403,20.336716417910452,35.50567164179105,51.551940298507475,169.37940298507465,186.27402985074627,202.16029850746273,219.95701492537316
Cf14,3,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),3.5104477611940297,10.563582089552238,18.921791044776118,27.839104477611944,47.16268656716417,67.23761194029852,222.4623880597015,245.40059701492538,267.7680597014926,289.619104477612
Cf14,4,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),1.737313432835821,6.474925373134329,15.25402985074627,22.760597014925374,40.43820895522389,58.3068656716418,202.99134328358213,222.60149253731345,244.039104477612,264.83970149253736
Cf14,5,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.20298507462687,6.95492537313432,15.8165671641791,23.2414925373134,41.1305970149254,59.5038805970149,208.528656716418,229.147164179104,251.60328358209,272.461044776119
Cf15,1,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),2.2447761194029856,6.667462686567166,11.90865671641791,16.344776119402987,27.063582089552245,38.33970149253732,125.35223880597015,137.30776119402987,150.17462686567166,163.41641791044776
Cf15,2,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),4.417910447761194,9.486567164179107,12.463283582089554,16.007462686567166,33.902388059701494,40.98358208955225,138.5002985074627,150.9665671641791,172.4638805970149,188.48
Cf15,3,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),3.223880597014926,10.382089552238808,19.131940298507462,27.56537313432836,45.91462686567165,65.02089552238807,202.50328358208958,230.68,249.1167164179105,269.34
Cf15,4,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),1.0985074626865674,9.786268656716418,18.284776119402988,26.783880597014928,44.85761194029851,63.41940298507463,199.6337313432836,227.27044776119405,241.11074626865675,258.8197014925374
Cf15,5,25.0,15.0,15.0,BBD,Box-Behnken design,1,Paper 1 (this study),1.58805970149254,11.6435820895522,21.8964179104478,32.3941791044776,54.2831343283582,76.76,238.209253731343,273.956567164179,290.581791044776,311.781492537314
